wkt_geom,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,FNS_YMD,WTP_CDE,RMK_TXT
"MultiLineString ((1100049.36817334010265768 1767202.71988649992272258, 1100046.10039837006479502 1767202.74313361989334226))",SA002,3826,2723063000,35803045,54000,19910607,,1,13,7,,0,0,1.80001E+12,1,,3826,SA006,,81737,B,480,520,P0,0,,,
"MultiLineString ((1100167.38312517991289496 1767257.94602402998134494, 1100167.32634528004564345 1767261.34460483002476394))",SA002,37830,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,37830,SA006,,34706,B,490,520,P0,0,,,
"MultiLineString ((1100174.30597103992477059 1767257.8074976799543947, 1100174.26923586009070277 1767260.09060403006151319))",SA002,245286,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,245286,SA006,,143416,B,490,520,P0,0,,,
"MultiLineString ((1100169.79193369997665286 1767206.92673019994981587, 1100166.16333810007199645 1767207.00544329988770187))",SA002,245322,2723063000,35803045,54000,19921003,,1,13,6,,0,0,1.80001E+12,1,13-92,245322,SA006,,170264,B,490,520,P0,0,19921003,SS002,
"MultiLineString ((1100181.42165799997746944 1767263.39096183003857732, 1100184.09294729004614055 1767261.89889437006786466))",SA002,72321,2723063000,35803045,54000,19910814,,1,13,15,,0,0,1.80001E+12,1,,72321,SA006,,41462,B,490,520,P0,0,,,
"MultiLineString ((1100176.46770902001298964 1767255.37391465995460749, 1100180.10918046999722719 1767255.42937006009742618))",SA002,72289,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,72289,SA006,,203281,B,490,520,P0,0,,,
"MultiLineString ((1100193.45514733996242285 1767213.85901439003646374, 1100191.22707979008555412 1767213.82506164000369608))",SA002,72327,2723063000,35803045,54000,19880804,,1,13,6,,0,0,1.80001E+12,1,,72327,SA006,,209841,B,490,520,P0,0,,,
"MultiLineString ((1100176.43123905989341438 1767257.76592504000291228, 1100178.03397435997612774 1767258.42023559007793665, 1100181.02880324004217982 1767258.66278859996236861))",SA002,106414,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,106414,SA006,,149984,B,490,520,P0,0,,,
"MultiLineString ((1100049.46811235998757184 1767216.77192216995172203, 1100046.36943273991346359 1767216.72174012009054422))",SA002,42492,2723063000,35803045,54000,19910607,,1,20,4,,0,0,2.00305E+12,1,,42492,SA006,,125089,B,480,520,P0,0,,,
"MultiLineString ((1100080.01600216003134847 1767206.64509426010772586, 1100076.26250941003672779 1767206.65588739002123475))",SA002,72362,2723063000,35803045,54000,19910607,,1,13,7,,0,0,1.80001E+12,1,,72362,SA006,,130098,B,480,520,P0,0,,,
"MultiLineString ((1100055.69627518998458982 1767255.93991816998459399, 1100050.44980267994105816 1767256.08009279007092118))",SA002,72353,2723063000,35803045,54000,19910528,,1,13,6,,0,0,1.80001E+12,1,,72353,SA006,,183538,B,480,520,P0,0,,,
"MultiLineString ((1100055.67961050989106297 1767256.70356186991557479, 1100059.70356047991663218 1767256.79579890007153153))",SA002,245346,2723063000,35803045,54000,19910529,,1,13,12,,0,0,1.80001E+12,1,,245346,SA006,,34689,B,480,520,P0,0,,,
"MultiLineString ((1100070.60716287000104785 1767290.56795286992564797, 1100072.28611054993234575 1767293.96398284006863832))",SA002,143041,2723063000,35803045,54000,19930218,,1,13,8,,0,0,1.80001E+12,1,,143041,SA006,,75131,B,480,520,P0,0,,,
"MultiLineString ((1100049.47310552000999451 1767217.42685808008536696, 1100053.14488361007533967 1767217.40080156992189586))",SA002,177261,2723063000,35803045,54000,19910607,,1,13,6,,0,0,1.80001E+12,1,,177261,SA006,,28042,B,480,520,P0,0,,,
"MultiLineString ((1100055.42165950010530651 1767267.99961594003252685, 1100059.09169413009658456 1767268.08347193989902735))",SA002,177252,2723063000,35803045,54000,19910529,,1,13,6,,0,0,1.80001E+12,1,,177252,SA006,,101634,B,480,520,P0,0,,,
"MultiLineString ((1100055.18507608002983034 1767278.41219349997118115, 1100050.81031214003451169 1767278.31254904996603727))",SA002,245345,2723063000,35803045,54000,19950528,,1,13,6,,0,0,1.80001E+12,1,,245345,SA006,,61798,B,480,520,P0,0,,,
"MultiLineString ((1100049.39583237003535032 1767206.61462654010392725, 1100052.87657642993144691 1767206.58967983000911772))",SA002,143052,2723063000,35803045,54000,19910607,,1,13,6,,0,0,1.80001E+12,1,,143052,SA006,,8256,B,480,520,P0,0,,,
"MultiLineString ((1100208.34538889001123607 1767205.26932463003322482, 1100210.98032607999630272 1767205.3094393799547106))",SA002,3791,2723063000,35803045,54000,19921004,,1,13,3,,0,0,1.80001E+12,1,,3791,SA006,,163967,B,490,520,P0,0,,,
"MultiLineString ((1100056.16674676002003253 1767235.29568804008886218, 1100051.19935415009967983 1767235.18206119001843035))",SA002,3817,2723063000,35803045,54000,19910528,,1,13,6,,0,0,1.80001E+12,1,,3817,SA006,,88309,B,480,520,P0,0,,,
"MultiLineString ((1100055.93762778001837432 1767245.34647545008920133, 1100059.81262506009079516 1767245.43446038011461496))",SA002,37905,2723063000,35803045,54000,19910529,,1,13,6,,0,0,1.80001E+12,1,,37905,SA006,,176933,B,480,520,P0,0,,,
"MultiLineString ((1100085.38464628998190165 1767246.77682536002248526, 1100080.59481624001637101 1767246.69287553988397121))",SA002,177250,2723063000,35803045,54000,19910707,,1,13,9,,0,0,1.80001E+12,1,,177250,SA006,,41449,B,480,520,P0,0,,,
"MultiLineString ((1100080.58451748010702431 1767285.6378411001060158, 1100081.44978265999816358 1767287.38855435000732541, 1100081.89197203004732728 1767288.2832745099440217))",SA002,245342,2723063000,35803045,54000,19910807,,1,13,7,,0,0,1.80001E+12,1,,245342,SA006,,41446,B,480,520,P0,0,,,
"MultiLineString ((1100080.01284256810322404 1767205.79318163683637977, 1100083.03350990009494126 1767205.78521130001172423))",SA002,106485,2723063000,35803045,54000,19910607,,1,13,6,,0,0,1.80001E+12,1,13-91,106485,SA006,,34688,B,480,520,P0,0,19910607,SS002,
"MultiLineString ((1100055.94648082996718585 1767244.96365091996267438, 1100050.87912736996077001 1767244.84745053993538022))",SA002,143048,2723063000,35803045,54000,19910528,,1,13,6,,0,0,1.80001E+12,1,,143048,SA006,,136706,B,480,520,P0,0,,,
"MultiLineString ((1100080.03831213805824518 1767216.74073320790193975, 1100083.81166850007139146 1767216.73013049992732704))",SA002,245355,2723063000,35803045,54000,19910607,,1,13,6,,0,0,1.80001E+12,1,13-91,245355,SA006,,88308,B,480,520,P0,0,19910607,SS002,
"MultiLineString ((1100085.56732836994342506 1767236.36044336995109916, 1100082.05388540006242692 1767236.298924480099231))",SA002,245344,2723063000,35803045,54000,19910709,,1,13,6,,0,0,1.80001E+12,1,,245344,SA006,,14784,B,480,520,P0,0,,,
"MultiLineString ((1100084.9509788800496608 1767271.5758215100504458, 1100080.74979699007235467 1767271.50180673995055258))",SA002,106476,2723063000,35803045,54000,19890307,,1,13,9,,0,0,1.80001E+12,1,,106476,SA006,,203266,B,480,520,P0,0,,,
"MultiLineString ((1100056.17836639005690813 1767234.79300099005922675, 1100060.17128868005238473 1767234.88377878000028431))",SA002,106478,2723063000,35803045,54000,19910529,,1,13,6,,0,0,1.80001E+12,1,,106478,SA006,,1868,B,480,520,P0,0,,,
"MultiLineString ((1100085.16599968005903065 1767259.29625675990246236, 1100080.63597639999352396 1767259.21727794990874827))",SA002,37904,2723063000,35803045,54000,19900209,,1,13,16,,0,0,1.80001E+12,1,,37904,SA006,,75141,B,480,520,P0,0,,,
"MultiLineString ((1100085.46928471000865102 1767241.94396805996075273, 1100088.33905535005033016 1767241.99364006007090211))",SA002,177249,2723063000,35803045,54000,19900519,,1,13,8,,0,0,1.80001E+12,1,,177249,SA006,,68370,B,480,520,P0,0,,,
"MultiLineString ((1100208.1492506000213325 1767218.1441054199822247, 1100211.45795230008661747 1767218.19447973999194801))",SA002,177218,2723063000,35803045,54000,19921004,,1,13,6,,0,0,1.80001E+12,1,,177218,SA006,,81744,B,490,520,P0,0,,,
"MultiLineString ((1100080.04088980006054044 1767217.84860730008222163, 1100075.66289309994317591 1767217.86076180008240044))",SA002,37917,2723063000,35803045,54000,19910607,,1,13,7,,0,0,1.80001E+12,1,13-91,37917,SA006,,94991,B,480,520,P0,0,19910607,SS002,
"MultiLineString ((1100208.35898246010765433 1767204.37472323002293706, 1100208.66555251996032894 1767202.49668729002587497))",SA002,3790,2723063000,35803045,54000,19921004,,1,13,3,,0,0,1.80001E+12,1,,3790,SA006,,170266,B,490,520,P0,0,,,
"MultiLineString ((1100055.17019522003829479 1767279.05781249003484845, 1100058.92222743993625045 1767279.14396622008644044))",SA002,177251,2723063000,35803045,54000,19910529,,1,13,6,,0,0,1.80001E+12,1,,177251,SA006,,110420,B,480,520,P0,0,,,
"MultiLineString ((1100055.44207108998671174 1767267.11808995995670557, 1100050.98444159002974629 1767267.1622891400475055))",SA002,106477,2723063000,35803045,54000,19910528,,1,13,6,,0,0,1.80001E+12,1,,106477,SA006,,196707,B,480,520,P0,0,,,
"MultiLineString ((1100049.38943726010620594 1767205.65966799994930625, 1100045.27664665994234383 1767205.68903285008855164))",SA002,245354,2723063000,35803045,54000,19910607,,1,13,7,,0,0,1.80001E+12,1,,245354,SA006,,123331,B,480,520,P0,0,,,
"MultiLineString ((1100085.06499147997237742 1767265.07468333002179861, 1100088.19757082988508046 1767265.12945708003826439))",SA002,106475,2723063000,35803045,54000,19940410,,1,13,12,,0,0,1.80001E+12,1,,106475,SA006,,68355,B,480,520,P0,0,,,
"MultiLineString ((1100085.23940448998473585 1767255.06713161990046501, 1100088.30605387990362942 1767255.12083694990724325))",SA002,211370,2723063000,35803045,54000,19910709,,1,13,12,,0,0,1.80001E+12,1,,211370,SA006,,28041,B,480,520,P0,0,,,
"MultiLineString ((1100054.94745464995503426 1767288.82469896995462477, 1100050.03218562994152308 1767289.02809946006163955))",SA002,143047,2723063000,35803045,54000,19910528,,1,13,12,,0,0,1.80001E+12,1,,143047,SA006,,21503,B,480,520,P0,0,,,
"MultiLineString ((1100211.64839366008527577 1767261.94669139990583062, 1100209.01918086991645396 1767263.17036957992240787))",SA002,245318,2723063000,35803045,54000,19871228,,1,13,6,,0,0,2.00102E+12,1,,245318,SA006,,136716,B,490,520,P0,0,,,
"MultiLineString ((1100269.69751421990804374 1767169.4372900000307709, 1100269.61776938010007143 1767174.61528588994406164))",SA002,37882,2723063000,35803045,54000,20130419,,1,20,5,,0,0,2.01304E+12,1,20-13,37882,SA006,,88319,B,490,520,P0,0,,,
"MultiLineString ((1100210.41346236993558705 1767259.59330365993082523, 1100209.52117614005692303 1767257.38810222991742194))",SA002,106443,2723063000,35803045,54000,19921224,,1,13,8,,0,0,1.80001E+12,1,,106443,SA006,,130109,B,490,520,P0,0,,,
"MultiLineString ((1100240.57756644999608397 1767248.99471848993562162, 1100238.09692643000744283 1767250.25470379996113479))",SA002,72323,2723063000,35803045,54000,19880526,,1,13,0,,0,0,1.80001E+12,1,,72323,SA006,,34698,B,490,520,P0,0,,,
"MultiLineString ((1100256.73569368990138173 1767219.07013238989748061, 1100256.82219674997031689 1767215.61897465004585683))",SA002,143016,2723063000,35803045,54000,19930421,,1,13,4,,0,0,1.80001E+12,1,,143016,SA006,,21518,B,490,520,P0,0,,,
"MultiLineString ((1100269.98511068988591433 1767246.45813453989103436, 1100269.00730208004824817 1767244.09069821005687118))",SA002,211338,2723063000,35803045,54000,19930422,,1,13,21,,0,0,1.80001E+12,1,,211338,SA006,,130111,B,490,520,P0,0,,,
"MultiLineString ((1100270.60577393998391926 1767214.71954292990267277, 1100271.91340733994729817 1767217.25650157011114061))",SA002,3786,2723063000,35803045,54000,20150630,,1,20,2,,0,0,2.01506E+12,1,20-15,3786,SA006,,14796,B,490,520,P0,0,,,
"MultiLineString ((1100258.80430062999948859 1767218.01780304010026157, 1100258.88869480998255312 1767206.4401312000118196))",SA002,37874,2723063000,35803045,54000,19910918,,1,13,12,,0,0,1.80001E+12,1,,37874,SA006,,81743,B,490,520,P0,0,,,
"MultiLineString ((1100244.47254216996952891 1767227.7537479898892343, 1100245.63522171997465193 1767230.18505562003701925))",SA002,143011,2723063000,35803045,54000,19890321,,1,13,18,,0,0,1.80001E+12,1,,143011,SA006,,94999,B,490,520,P0,0,,,
"MultiLineString ((1100233.26857864996418357 1767206.21985993999987841, 1100232.58207137999124825 1767206.20940487994812429, 1100229.70600506011396646 1767206.16558830998837948))",SA002,245321,2723063000,35803045,54000,19921004,,1,13,14,,0,0,1.80001E+12,1,,245321,SA006,,163969,B,490,520,P0,0,,,
"MultiLineString ((1100228.70024576992727816 1767232.94678231002762914, 1100228.40548865008167922 1767236.14552758005447686))",SA002,211340,2723063000,35803045,54000,19910610,,1,13,7,,0,0,1.80001E+12,1,,211340,SA006,,68376,B,490,520,P0,0,,,
"MultiLineString ((1100261.64788589999079704 1767216.5693682599812746, 1100261.72740987990982831 1767212.59628742001950741))",SA002,37875,2723063000,35803045,54000,20070709,,1,20,3,,0,0,2.00705E+12,1,07월 20일,37875,SA006,,75145,B,490,520,P0,0,,,
"MultiLineString ((1100210.73313200008124113 1767260.20301455003209412, 1100214.3480538500007242 1767257.99951823009178042))",SA002,245319,2723063000,35803045,54000,19931213,,1,13,12,,0,0,1.80001E+12,1,,245319,SA006,,196725,B,490,520,P0,0,,,
"MultiLineString ((1100233.43202916998416185 1767195.48523684008978307, 1100237.07229636004194617 1767195.56066188006661832))",SA002,72325,2723063000,35803045,54000,19910613,,1,13,4,,0,0,1.80001E+12,1,,72325,SA006,,34701,B,490,520,P0,0,,,
"MultiLineString ((1100233.10152661008760333 1767217.18539448990486562, 1100230.37660486996173859 1767217.14387011993676424))",SA002,143014,2723063000,35803045,54000,19950715,,1,13,5,,0,0,1.80001E+12,1,,143014,SA006,,48082,B,490,520,P0,0,,,
"MultiLineString ((1100211.94136653002351522 1767232.73231117008253932, 1100211.89563226001337171 1767235.73510302999056876))",SA002,3788,2723063000,35803045,54000,19921224,,1,13,7,,0,0,1.80001E+12,1,,3788,SA006,,163970,B,490,520,P0,0,,,
"MultiLineString ((1100252.58981409994885325 1767223.70510148000903428, 1100254.28582266997545958 1767226.57146568992175162))",SA002,143012,2723063000,35803045,54000,19910327,,1,13,10,,0,0,1.80001E+12,1,,143012,SA006,,203273,B,490,520,P0,0,,,
"MultiLineString ((1100211.23547470988705754 1767261.16056222002953291, 1100214.93132075993344188 1767259.74612747994251549))",SA002,106442,2723063000,35803045,54000,19941027,,1,13,6,,0,0,1.80001E+12,1,,106442,SA006,,196726,B,490,520,P0,0,,,
"MultiLineString ((1100247.21938436990603805 1767223.91515964991413057, 1100245.63496216991916299 1767220.52818739996291697))",SA002,143015,2723063000,35803045,54000,19920408,,1,20,3,,0,0,2.00701E+12,1,,143015,SA006,,136720,B,490,520,P0,0,,,
"MultiLineString ((1100275.43804114009253681 1767243.70868062996305525, 1100274.44741168990731239 1767241.52900449000298977))",SA002,177214,2723063000,35803045,54000,19930422,,1,13,7,,0,0,1.80001E+12,1,,177214,SA006,,81745,B,490,520,P0,0,,,
"MultiLineString ((1100243.55197775992564857 1767245.65359029010869563, 1100246.96464598993770778 1767244.19483009004034102))",SA002,37870,2723063000,35803045,54000,19911111,,1,13,8,,0,0,1.80001E+12,1,,37870,SA006,,8268,B,490,520,P0,0,,,
"MultiLineString ((1100233.41772939008660614 1767196.42584114009514451, 1100229.52033628011122346 1767196.36648562992922962))",SA002,37873,2723063000,35803045,54000,19930715,,1,13,8,,0,0,1.80001E+12,1,,37873,SA006,,209847,B,490,520,P0,0,,,
"MultiLineString ((1100234.57451655995100737 1767237.91418978990986943, 1100231.85683511011302471 1767239.16756020998582244))",SA002,72324,2723063000,35803045,54000,19931213,,1,13,12,,0,0,1.80001E+12,1,,72324,SA006,,55360,B,490,520,P0,0,,,
"MultiLineString ((1100309.6438649098854512 1767178.60720748989842832, 1100309.42617558990605175 1767193.09433058998547494, 1100312.33693427010439336 1767193.13867963990196586))",SA002,37864,2723063000,35803045,54000,19930615,,1,13,15,,0,0,1.80001E+12,1,,37864,SA006,,203279,B,490,520,P0,0,,,
"MultiLineString ((1100302.74376134993508458 1767178.62104223994538188, 1100302.85085653001442552 1767165.29208093998022377, 1100307.25004496006295085 1767165.35905534005723894))",SA002,177208,2723063000,35803045,54000,19880307,,1,13,8,,0,0,1.80001E+12,1,,177208,SA006,,170260,B,490,520,P0,0,,,
"MultiLineString ((1100061.97854157001711428 1767151.54596647992730141, 1100061.99502050993032753 1767148.89070696011185646))",SA002,245363,2723063000,35803045,54000,19930508,,1,13,8,,0,0,1.80001E+12,1,,245363,SA006,,209827,B,480,520,P0,0,,,
"MultiLineString ((1100086.00117399008013308 1767153.59062109002843499, 1100089.54624574002809823 1767153.61261880001984537))",SA002,177267,2723063000,35803045,54000,19910403,,1,13,6,,0,0,1.80001E+12,1,,177267,SA006,,55344,B,480,520,P0,0,,,
"MultiLineString ((1100061.93454660009592772 1767158.57207209011539817, 1100059.25130283995531499 1767158.55521962000057101))",SA002,37930,2723063000,35803045,54000,19960523,,1,13,4,,0,0,1.80001E+12,1,,37930,SA006,,143384,B,480,520,P0,0,,,
"MultiLineString ((1100131.85524371010251343 1767152.20340133993886411, 1100136.06651609996333718 1767152.26754684001207352))",SA002,245326,2723063000,35803045,54000,19970830,,1,13,6,,0,0,1.99708E+12,1,,245326,SA006,,34696,B,490,520,P0,0,,,
"MultiLineString ((1100047.2474626200273633 1767164.03440665011294186, 1100047.37976958998478949 1767159.79223342007026076))",SA002,143062,2723063000,35803045,54000,20180719,,1,25,4,,0,0,2.01807E+12,1,25-18,143062,SA006,,41448,B,480,520,P0,0,,,
"MultiLineString ((1100086.01315363007597625 1767151.69110651989467442, 1100086.03328973008319736 1767148.52697342005558312))",SA002,106490,2723063000,35803045,54000,19880607,,1,13,6,,0,0,1.80001E+12,1,,106490,SA006,,48065,B,480,520,P0,0,,,
"MultiLineString ((1100296.57635422004386783 1767218.69712131004780531, 1100293.17502896999940276 1767220.33500140998512506))",SA002,177215,2723063000,35803045,54000,19860326,,1,13,4,,0,0,1.80001E+12,1,,177215,SA006,,149972,B,490,520,P0,0,,,
"MultiLineString ((1100278.79124486004002392 1767210.63757982989773154, 1100279.64265951002016664 1767212.37620597006753087))",SA002,72320,2723063000,35803045,54000,19940927,,1,13,6,,0,0,1.80001E+12,1,,72320,SA006,,28055,B,490,520,P0,0,,,
"MultiLineString ((1100286.08314768993295729 1767198.2492164799477905, 1100282.08597191004082561 1767199.09363915002904832))",SA002,143017,2723063000,35803045,54000,20080801,,1,20,4,,0,0,2.00807E+12,1,08월 20일,143017,SA006,,34700,B,490,520,P0,0,,,
"MultiLineString ((1100285.17162594990804791 1767207.45536537002772093, 1100286.34754324005916715 1767210.33376225992105901))",SA002,177216,2723063000,35803045,54000,19940927,,1,13,4,,0,0,1.80001E+12,1,,177216,SA006,,123344,B,490,520,P0,0,,,
"MultiLineString ((1100284.57838638010434806 1767185.4891686700284481, 1100280.58104926999658346 1767185.42426433996297419))",SA002,143021,2723063000,35803045,54000,19880328,,1,13,3,,0,0,1.80001E+12,1,,143021,SA006,,48070,B,490,520,P0,0,,,
"MultiLineString ((1100289.85637853993102908 1767183.52288206992670894, 1100293.50080893002450466 1767183.58135789004154503))",SA002,106436,2723063000,35803045,54000,19920611,,1,13,7,,0,0,1.80001E+12,1,,106436,SA006,,21516,B,490,520,P0,0,,,
"MultiLineString ((1100300.50210596993565559 1767215.55790856992825866, 1100303.12531253998167813 1767214.11105944006703794))",SA002,245312,2723063000,35803045,54000,20080602,,1,25,3,,0,0,2.00805E+12,1,08월 25일,245312,SA006,,149973,B,490,520,P0,0,,,
